01,79123219841,79123219841,2021-02-17T00:00:00,2021-02-17T00:28:41
01,71123219841,71123219841,2021-02-17T00:40:48,2021-02-17T01:35:39
02,71123219841,71123219841,2021-02-17T01:35:06,2021-02-17T01:58:33
01,71123219841,71123219841,2021-02-17T02:00:49,2021-02-17T02:49:27
02,76123456789,76123456789,2021-02-17T03:02:23,2021-02-17T03:42:49
01,71123219841,71123219841,2021-02-17T04:10:57,2021-02-17T04:44:18
01,71123219841,71123219841,2021-02-17T04:18:17,2021-02-17T05:10:25
01,79123219841,79123219841,2021-02-17T04:28:38,2021-02-17T05:04:16
01,79123219841,79123219841,2021-02-17T23:43:39,2021-02-17T23:59:59
02,79123219841,79123219841,2021-02-18T00:00:00,2021-02-18T00:42:41
